timestamp_ms,thread,event,preempt_count
11024788,Flight,START,5
11024788,Flight,END,5
11024791,Vision,PREEMPTED,1815
11024795,Vision,PREEMPTED,1816
11024798,Flight,START,5
11024798,Flight,END,5
11024799,Vision,PREEMPTED,1817
11024808,Flight,START,5
11024808,Flight,END,5
11024812,Vision,PREEMPTED,1818
11024817,Vision,PREEMPTED,1819
11024818,Flight,START,5
11024818,Flight,END,5
11024821,Vision,PREEMPTED,1820
11024825,Vision,PREEMPTED,1821
11024828,Flight,START,5
11024828,Flight,END,5
11024829,Vision,PREEMPTED,1823
11024837,Vision,PREEMPTED,1824
11024838,Flight,START,5
11024838,Flight,END,5
11024842,Vision,PREEMPTED,1825
11024846,Vision,PREEMPTED,1826
11024848,Flight,START,5
11024848,Flight,END,5
11024851,Vision,PREEMPTED,1827
11024855,Vision,PREEMPTED,1828
11024858,Flight,START,5
11024858,Flight,END,5
11024859,Vision,PREEMPTED,1829
11024867,Vision,PREEMPTED,1830
11024868,Flight,START,5
11024868,Flight,END,5
11024871,Vision,PREEMPTED,1831
11024877,Vision,PREEMPTED,1832
11024878,Flight,START,5
11024878,Flight,END,5
11024881,Vision,PREEMPTED,1833
11024886,Vision,PREEMPTED,1834
11024888,Flight,START,5
11024888,Flight,END,5
11024890,Vision,PREEMPTED,1835
11024895,Vision,PREEMPTED,1838
11024898,Flight,START,5
11024898,Flight,END,5
11024900,Vision,PREEMPTED,1847
11024908,Flight,START,5
11024908,Flight,END,5
11024908,Vision,PREEMPTED,1849
11024917,Vision,PREEMPTED,1850
11024918,Flight,START,5
11024918,Flight,END,5
11024921,Vision,PREEMPTED,1851
11024926,Vision,PREEMPTED,1852
11024928,Flight,START,5
11024928,Flight,END,5
11024930,Vision,PREEMPTED,1858
11024935,Vision,PREEMPTED,1862
11024938,Flight,START,5
11024938,Flight,END,5
11024939,Vision,PREEMPTED,1864
11024947,Vision,PREEMPTED,1865
11024948,Flight,START,5
11024948,Flight,END,5
11024952,Vision,PREEMPTED,1866
11024956,Vision,PREEMPTED,1867
11024958,Flight,START,5
11024958,Flight,END,5
11024961,Vision,PREEMPTED,1868
11024968,Flight,START,5
11024968,Flight,END,5
11024969,Vision,PREEMPTED,1870
11024977,Vision,PREEMPTED,1871
11024978,Flight,START,5
11024978,Flight,END,5
11024981,Vision,PREEMPTED,1872
11024988,Flight,START,5
11024988,Flight,END,5
11024990,Vision,PREEMPTED,1873
11024998,Flight,START,5
11024998,Flight,END,5
11024999,Vision,PREEMPTED,1875
11025007,Vision,PREEMPTED,1876
11025008,Flight,START,5
11025008,Flight,END,5
11025012,Vision,PREEMPTED,1877
11025016,Vision,PREEMPTED,1878
11025018,Flight,START,5
11025018,Flight,END,5
11025021,Vision,PREEMPTED,1879
11025028,Flight,START,5
11025028,Flight,END,5
11025030,Vision,PREEMPTED,1881
11025037,Vision,PREEMPTED,1882
11025038,Flight,START,5
11025038,Flight,END,5
11025042,Vision,PREEMPTED,1883
11025046,Vision,PREEMPTED,1884
11025048,Flight,START,5
11025048,Flight,END,5
11025050,Vision,PREEMPTED,1885
11025058,Flight,START,5
11025058,Flight,END,5
11025060,Vision,PREEMPTED,1887
11025068,Flight,START,5
11025068,Flight,END,5
11025068,Vision,PREEMPTED,1892
11025072,Vision,PREEMPTED,1896
11025076,Vision,PREEMPTED,1897
11025078,Flight,START,5
11025078,Flight,END,5
11025081,Vision,PREEMPTED,1898
11025088,Flight,START,5
11025088,Flight,END,5
11025089,Vision,PREEMPTED,1900
11025098,Flight,START,5
11025098,Flight,END,5
11025098,Vision,PREEMPTED,1902
11025102,Vision,PREEMPTED,1906
11025106,Vision,PREEMPTED,1911
11025108,Flight,START,5
11025108,Flight,END,5
11025111,Vision,PREEMPTED,1912
11025118,Flight,START,5
11025118,Flight,END,5
11025120,Vision,PREEMPTED,1914
11025128,Flight,START,5
11025128,Flight,END,5
11025129,Vision,PREEMPTED,1916
11025137,Vision,PREEMPTED,1917
11025138,Flight,START,5
11025138,Flight,END,5
11025141,Vision,PREEMPTED,1918
11025148,Flight,START,5
11025148,Flight,END,5
11025153,Vision,PREEMPTED,1920
11025158,Flight,START,5
11025158,Flight,END,5
11025158,Vision,PREEMPTED,1921
11025167,Vision,PREEMPTED,1922
11025168,Flight,START,5
11025168,Flight,END,5
11025171,Vision,PREEMPTED,1923
11025178,Flight,START,5
11025178,Flight,END,5
11025179,Vision,PREEMPTED,1925
11025188,Flight,START,5
11025188,Flight,END,5
11025188,Vision,PREEMPTED,1926
11025197,Vision,PREEMPTED,1927
11025198,Flight,START,5
11025198,Flight,END,5
11025201,Vision,PREEMPTED,1928
11025208,Flight,START,5
11025208,Flight,END,5
11025209,Vision,PREEMPTED,1930
11025218,Flight,START,5
11025218,Flight,END,5
11025218,Vision,PREEMPTED,1931
11025227,Vision,PREEMPTED,1932
11025228,Flight,START,5
11025228,Flight,END,5
11025231,Vision,PREEMPTED,1933
11025238,Flight,START,5
11025238,Flight,END,5
11025240,Vision,PREEMPTED,1942
11025248,Vision,PREEMPTED,1943
11025248,Flight,START,5
11025248,Flight,END,5
11025252,Vision,PREEMPTED,1944
11025258,Flight,START,5
11025258,Flight,END,5
11025260,Vision,PREEMPTED,1946
11025268,Flight,START,5
11025268,Flight,END,5
11025269,Vision,PREEMPTED,1948
11025274,Vision,PREEMPTED,1951
11025278,Flight,START,5
11025278,Flight,END,5
11025278,Vision,PREEMPTED,1953
11025288,Flight,START,5
11025288,Flight,END,5
11025290,Vision,PREEMPTED,1955
11025298,Flight,START,5
11025298,Flight,END,5
11025300,Vision,PREEMPTED,1957
11025308,Flight,START,5
11025308,Flight,END,5
11025308,Vision,PREEMPTED,1959
11025318,Flight,START,5
11025318,Flight,END,5
11025320,Vision,PREEMPTED,1961
11025328,Flight,START,5
11025328,Flight,END,5
11025330,Vision,PREEMPTED,1963
11025338,Flight,START,5
11025338,Flight,END,5
11025338,Vision,PREEMPTED,1965
11025348,Flight,START,5
11025348,Flight,END,5
11025351,Vision,PREEMPTED,1967
11025358,Flight,START,5
11025358,Flight,END,5
11025359,Vision,PREEMPTED,1969
11025368,Flight,START,5
11025368,Flight,END,5
11025368,Vision,PREEMPTED,1970
11025378,Flight,START,5
11025378,Flight,END,5
11025380,Vision,PREEMPTED,1972
11025388,Flight,START,5
11025388,Flight,END,5
11025389,Vision,PREEMPTED,1974
11025398,Vision,PREEMPTED,1975
11025398,Flight,START,5
11025398,Flight,END,5
11025402,Vision,PREEMPTED,1976
11025406,Vision,PREEMPTED,1980
11025408,Flight,START,9
11025408,Flight,PREEMPTED,9
11025408,Flight,END,9
11025411,Vision,PREEMPTED,1982
11025415,Vision,PREEMPTED,1986
11025418,Flight,START,9
11025418,Flight,END,9
11025419,Vision,PREEMPTED,1988
11025428,Flight,START,9
11025428,Flight,END,9
11025428,Vision,PREEMPTED,1989
11025438,Flight,START,9
11025438,Flight,END,9
11025441,Vision,PREEMPTED,1994
11025448,Flight,START,9
11025448,Flight,END,9
11025449,Vision,PREEMPTED,1996
11025458,Flight,START,9
11025458,Flight,END,9
11025458,Vision,PREEMPTED,1997
11025468,Flight,START,9
11025468,Flight,END,9
11025471,Vision,PREEMPTED,1998
11025478,Flight,START,9
11025478,Flight,END,9
11025479,Vision,PREEMPTED,2000
11025488,Flight,START,9
11025488,Flight,END,9
11025491,Vision,PREEMPTED,2001
11025498,Flight,START,9
11025498,Flight,END,9
11025504,Vision,PREEMPTED,2003
11025508,Flight,START,9
11025508,Flight,END,9
11025509,Vision,PREEMPTED,2005
11025517,Vision,PREEMPTED,2006
11025518,Flight,START,9
11025518,Flight,END,9
11025522,Vision,PREEMPTED,2007
11025528,Flight,START,9
11025528,Flight,END,9
11025530,Vision,PREEMPTED,2009
11025538,Flight,START,9
11025538,Flight,END,9
11025539,Vision,PREEMPTED,2011
11025548,Flight,START,9
11025548,Flight,END,9
11025548,Vision,PREEMPTED,2012
11025558,Flight,START,9
11025558,Flight,END,9
11025561,Vision,PREEMPTED,2014
11025568,Flight,START,9
11025568,Flight,END,9
11025570,Vision,PREEMPTED,2016
11025575,Vision,PREEMPTED,2025
11025578,Flight,START,9
11025578,Flight,END,9
11025579,Vision,PREEMPTED,2027
11025588,Flight,START,9
11025588,Flight,END,9
11025591,Vision,PREEMPTED,2031
11025598,Flight,START,9
11025598,Flight,END,9
11025600,Vision,PREEMPTED,2033
11025608,Flight,START,9
11025608,Flight,END,9
11025609,Vision,PREEMPTED,2039
11025618,Flight,START,9
11025618,Flight,END,9
11025618,Vision,PREEMPTED,2044
11025628,Flight,START,9
11025628,Flight,END,9
11025631,Vision,PREEMPTED,2046
11025638,Flight,START,9
11025638,Flight,END,9
11025640,Vision,PREEMPTED,2048
11025648,Flight,START,9
11025648,Flight,END,9
11025648,Vision,PREEMPTED,2050
11025658,Flight,START,9
11025658,Flight,END,9
11025661,Vision,PREEMPTED,2052
11025668,Flight,START,9
11025668,Flight,END,9
11025670,Vision,PREEMPTED,2054
11025678,Flight,START,9
11025678,Flight,END,9
11025679,Vision,PREEMPTED,2056
11025688,Flight,START,9
11025688,Flight,END,9
11025691,Vision,PREEMPTED,2058
11025698,Flight,START,9
11025698,Flight,END,9
11025699,Vision,PREEMPTED,2060
11025708,Flight,START,9
11025708,Flight,END,9
11025718,Flight,START,9
11025718,Flight,END,9
11025721,Vision,PREEMPTED,2062
11025728,Flight,START,9
11025728,Flight,END,9
11025729,Vision,PREEMPTED,2064
11025738,Flight,START,9
11025738,Flight,END,9
11025742,Vision,PREEMPTED,2065
11025747,Vision,PREEMPTED,2073
11025748,Flight,START,9
11025748,Flight,END,9
11025751,Vision,PREEMPTED,2075
11025758,Flight,START,9
11025758,Flight,END,9
11025759,Vision,PREEMPTED,2077
11025768,Flight,START,9
11025768,Flight,END,9
11025768,Vision,PREEMPTED,2078
11025778,Flight,START,9
11025778,Flight,END,9
11025781,Vision,PREEMPTED,2088
11025788,Flight,START,9
11025788,Flight,END,9
11025790,Vision,PREEMPTED,2090
11025798,Flight,START,9
11025798,Flight,END,9
11025808,Flight,START,9
11025808,Flight,END,9
11025811,Vision,PREEMPTED,2092
11025818,Flight,START,9
11025818,Flight,END,9
11025820,Vision,PREEMPTED,2095
11025828,Flight,START,9
11025828,Flight,END,9
11025828,Vision,PREEMPTED,2097
11025838,Flight,START,9
11025838,Flight,END,9
11025848,Flight,START,9
11025848,Flight,END,9
11025850,Vision,PREEMPTED,2099
11025858,Flight,START,9
11025858,Flight,END,9
11025858,Vision,PREEMPTED,2100
11025868,Flight,START,9
11025868,Flight,END,9
11025870,Vision,PREEMPTED,2102
11025878,Flight,START,9
11025878,Flight,END,9
11025879,Vision,PREEMPTED,2104
11025888,Flight,START,9
11025888,Flight,END,9
11025892,Vision,PREEMPTED,2105
11025898,Flight,START,9
11025898,Flight,END,9
11025901,Vision,PREEMPTED,2107
11025908,Flight,START,9
11025908,Flight,END,9
11025909,Vision,PREEMPTED,2109
11025914,Vision,PREEMPTED,2112
11025918,Flight,START,9
11025918,Flight,END,9
11025919,Vision,PREEMPTED,2127
11025924,Vision,PREEMPTED,2136
11025928,Flight,START,9
11025928,Flight,END,9
11025932,Vision,PREEMPTED,2137
11025938,Flight,START,9
11025938,Flight,END,9
11025941,Vision,PREEMPTED,2139
11025948,Flight,START,9
11025948,Flight,END,9
11025950,Vision,PREEMPTED,2145
11025958,Flight,START,9
11025958,Flight,END,9
11025958,Vision,PREEMPTED,2146
11025962,Vision,PREEMPTED,2147
11025968,Flight,START,9
11025968,Flight,END,9
11025970,Vision,PREEMPTED,2149
11025978,Flight,START,9
11025978,Flight,END,9
11025979,Vision,PREEMPTED,2151
11025988,Flight,START,9
11025988,Flight,END,9
11025992,Vision,PREEMPTED,2152
11025998,Flight,START,9
11025998,Flight,END,9
11026000,Vision,PREEMPTED,2157
11026008,Flight,START,9
11026008,Flight,END,9
11026009,Vision,PREEMPTED,2159
11026018,Flight,START,9
11026018,Flight,END,9
11026022,Vision,PREEMPTED,2160
11026028,Flight,START,9
11026028,Flight,END,9
11026031,Vision,PREEMPTED,2162
11026038,Flight,START,9
11026038,Flight,END,9
11026039,Vision,PREEMPTED,2164
11026048,Flight,START,9
11026048,Flight,END,9
11026052,Vision,PREEMPTED,2165
11026058,Flight,START,9
11026058,Flight,END,9
11026061,Vision,PREEMPTED,2167
11026068,Flight,START,9
11026068,Flight,END,9
11026070,Vision,PREEMPTED,2169
11026078,Flight,START,9
11026078,Flight,END,9
11026083,Vision,PREEMPTED,2170
11026087,Vision,PREEMPTED,2178
11026088,Flight,START,9
11026088,Flight,END,9
11026091,Vision,PREEMPTED,2180
11026098,Flight,START,9
11026098,Flight,END,9
11026099,Vision,PREEMPTED,2182
11026108,Flight,START,9
11026108,Flight,END,9
11026112,Vision,PREEMPTED,2184
11026118,Flight,START,9
11026118,Flight,END,9
11026121,Vision,PREEMPTED,2186
11026128,Flight,START,9
11026128,Flight,END,9
11026130,Vision,PREEMPTED,2188
11026138,Flight,START,9
11026138,Flight,END,9
11026139,Vision,PREEMPTED,2189
11026148,Flight,START,9
11026148,Flight,END,9
11026152,Vision,PREEMPTED,2192
11026156,Vision,PREEMPTED,2193
11026158,Flight,START,9
11026158,Flight,END,9
11026160,Vision,PREEMPTED,2195
11026168,Flight,START,9
11026168,Flight,END,9
11026169,Vision,PREEMPTED,2196
11026178,Flight,START,9
11026178,Flight,END,9
11026182,Vision,PREEMPTED,2198
11026188,Flight,START,9
11026188,Flight,END,9
11026191,Vision,PREEMPTED,2201
11026198,Flight,START,9
11026198,Flight,END,9
11026199,Vision,PREEMPTED,2203
11026203,Vision,PREEMPTED,2204
11026208,Flight,START,9
11026208,Flight,END,9
11026211,Vision,PREEMPTED,2206
11026218,Flight,START,9
11026218,Flight,END,9
11026220,Vision,PREEMPTED,2208
11026225,Vision,PREEMPTED,2209
11026228,Flight,START,9
11026228,Flight,END,9
11026229,Vision,PREEMPTED,2210
11026233,Vision,PREEMPTED,2212
11026238,Flight,START,9
11026238,Flight,END,9
11026241,Vision,PREEMPTED,2214
11026248,Flight,START,9
11026248,Flight,END,9
11026250,Vision,PREEMPTED,2216
11026255,Vision,PREEMPTED,2223
11026258,Flight,START,9
11026258,Flight,END,9
11026259,Vision,PREEMPTED,2226
11026264,Vision,PREEMPTED,2227
11026268,Flight,START,9
11026268,Flight,END,9
11026272,Vision,PREEMPTED,2228
11026278,Flight,START,9
11026278,Flight,END,9
11026281,Vision,PREEMPTED,2230
11026285,Vision,PREEMPTED,2235
11026288,Flight,START,9
11026288,Flight,END,9
11026290,Vision,PREEMPTED,2247
11026298,Flight,START,9
11026298,Flight,END,9
11026298,Vision,PREEMPTED,2248
11026303,Vision,PREEMPTED,2250
11026308,Flight,START,9
11026308,Flight,END,9
11026311,Vision,PREEMPTED,2252
11026318,Flight,START,9
11026318,Flight,END,9
11026320,Vision,PREEMPTED,2254
11026328,Flight,START,9
11026328,Flight,END,9
11026329,Vision,PREEMPTED,2256
11026338,Flight,START,9
11026338,Flight,END,9
11026342,Vision,PREEMPTED,2258
11026348,Flight,START,9
11026348,Flight,END,9
11026351,Vision,PREEMPTED,2260
11026358,Flight,START,9
11026358,Flight,END,9
11026359,Vision,PREEMPTED,2261
11026363,Vision,PREEMPTED,2262
11026368,Flight,START,9
11026368,Flight,END,9
11026371,Vision,PREEMPTED,2264
11026378,Flight,START,9
11026378,Flight,END,9
11026380,Vision,PREEMPTED,2266
11026388,Flight,START,9
11026388,Flight,END,9
11026389,Vision,PREEMPTED,2267
11026393,Vision,PREEMPTED,2268
11026398,Flight,START,9
11026398,Flight,END,9
11026401,Vision,PREEMPTED,2270
11026408,Flight,START,9
11026408,Flight,END,9
11026410,Vision,PREEMPTED,2272
11026418,Flight,START,9
11026418,Flight,END,9
11026419,Vision,PREEMPTED,2273
11026423,Vision,PREEMPTED,2278
11026427,Vision,PREEMPTED,2282
11026428,Flight,START,9
11026428,Flight,END,9
11026431,Vision,PREEMPTED,2284
11026436,Vision,PREEMPTED,2287
11026438,Flight,START,9
11026438,Flight,END,9
11026440,Vision,PREEMPTED,2289
11026448,Flight,START,9
11026448,Flight,END,9
11026449,Vision,PREEMPTED,2290
11026454,Vision,PREEMPTED,2294
11026458,Flight,START,9
11026458,Flight,END,9
11026458,Vision,PREEMPTED,2299
11026462,Vision,PREEMPTED,2300
11026468,Flight,START,9
11026468,Flight,END,9
11026471,Vision,PREEMPTED,2302
11026478,Flight,START,9
11026478,Flight,END,9
11026480,Vision,PREEMPTED,2303
11026488,Flight,START,9
11026488,Flight,END,9
11026488,Vision,PREEMPTED,2304
11026492,Vision,PREEMPTED,2305
11026498,Flight,START,9
11026498,Flight,END,9
11026500,Vision,PREEMPTED,2307
11026505,Vision,PREEMPTED,2308
11026508,Flight,START,9
11026508,Flight,END,9
11026513,Vision,PREEMPTED,2309
11026518,Flight,START,9
11026518,Flight,END,9
11026523,Vision,PREEMPTED,2310
11026527,Vision,PREEMPTED,2316
11026528,Flight,START,9
11026528,Flight,END,9
11026531,Vision,PREEMPTED,2318
11026538,Flight,START,9
11026538,Flight,END,9
11026540,Vision,PREEMPTED,2320
11026548,Flight,START,9
11026548,Flight,END,9
11026549,Vision,PREEMPTED,2321
11026553,Vision,PREEMPTED,2322
11026558,Flight,START,9
11026558,Flight,END,9
11026562,Vision,PREEMPTED,2324
11026568,Flight,START,9
11026568,Flight,END,9
11026570,Vision,PREEMPTED,2325
11026574,Vision,PREEMPTED,2326
11026578,Flight,START,9
11026578,Flight,END,9
11026583,Vision,PREEMPTED,2327
11026588,Flight,START,9
11026588,Flight,END,9
11026592,Vision,PREEMPTED,2338
11026598,Flight,START,9
11026598,Flight,END,9
11026600,Vision,PREEMPTED,2377
11026608,Flight,START,9
11026608,Flight,END,13
11026610,Vision,PREEMPTED,2412
11026618,Flight,START,13
11026618,Flight,PREEMPTED,13
11026618,Flight,END,13
11026618,Vision,PREEMPTED,2431
11026625,Vision,PREEMPTED,2439
11026628,Flight,START,13
11026628,Flight,END,13
11026630,Vision,PREEMPTED,2443
11026635,Vision,PREEMPTED,2445
11026638,Flight,START,13
11026638,Flight,END,13
11026639,Vision,PREEMPTED,2446
11026643,Vision,PREEMPTED,2447
11026648,Flight,START,13
11026648,Flight,END,13
11026652,Vision,PREEMPTED,2449
11026658,Flight,START,13
11026658,Flight,END,13
11026661,Vision,PREEMPTED,2451
11026666,Vision,PREEMPTED,2452
11026668,Flight,START,13
11026668,Flight,END,13
11026669,Vision,PREEMPTED,2453
11026674,Vision,PREEMPTED,2469
11026678,Flight,START,13
11026678,Flight,END,13
11026678,Vision,PREEMPTED,2470
11026683,Vision,PREEMPTED,2472
11026688,Flight,START,13
11026688,Flight,END,13
11026692,Vision,PREEMPTED,2474
11026698,Flight,START,13
11026698,Flight,END,13
11026700,Vision,PREEMPTED,2475
11026708,Flight,START,13
11026708,Flight,END,13
11026709,Vision,PREEMPTED,2476
11026713,Vision,PREEMPTED,2477
11026718,Flight,START,13
11026718,Flight,END,13
11026724,Vision,PREEMPTED,2501
11026728,Flight,START,13
11026728,Flight,END,13
11026728,Vision,PREEMPTED,2506
11026738,Flight,START,13
11026738,Flight,END,13
11026740,Vision,PREEMPTED,2541
11026746,Vision,PREEMPTED,2548
11026750,Flight,START,14
11026750,Flight,PREEMPTED,14
11026750,Flight,END,14
11026755,Vision,PREEMPTED,2556
11026758,Flight,START,14
11026758,Flight,END,14
11026760,Vision,PREEMPTED,2557
11026764,Vision,PREEMPTED,2558
11026768,Flight,START,14
11026768,Flight,END,14
11026768,Vision,PREEMPTED,2559
11026772,Vision,PREEMPTED,2560
11026778,Flight,START,14
11026778,Flight,END,14
11026783,Vision,PREEMPTED,2579
11026788,Flight,START,14
11026788,Flight,END,14
11026792,Vision,PREEMPTED,2581
11026798,Flight,START,14
11026798,Flight,END,14
11026798,Vision,PREEMPTED,2591
11026803,Vision,PREEMPTED,2596
11026807,Vision,PREEMPTED,2598
11026808,Flight,START,14
11026808,Flight,END,14
11026812,Vision,PREEMPTED,2600
11026817,Vision,PREEMPTED,2603
11026818,Flight,START,14
11026818,Flight,END,14
11026821,Vision,PREEMPTED,2604
11026826,Vision,PREEMPTED,2605
11026828,Flight,START,14
11026828,Flight,END,14
11026831,Vision,PREEMPTED,2606
11026838,Flight,START,14
11026838,Flight,END,14
11026839,Vision,PREEMPTED,2607
11026845,Vision,PREEMPTED,2610
11026848,Flight,START,14
11026848,Flight,END,14
11026854,Vision,PREEMPTED,2611
11026858,Flight,START,14
11026858,Flight,END,14
11026859,Vision,PREEMPTED,2613
11026863,Vision,PREEMPTED,2614
11026868,Flight,START,14
11026868,Flight,END,14
11026872,Vision,PREEMPTED,2615
11026878,Flight,START,14
11026878,Flight,END,14
11026880,Vision,PREEMPTED,2616
11026885,Vision,PREEMPTED,2621
11026888,Flight,START,14
11026888,Flight,END,14
11026889,Vision,PREEMPTED,2622
11026894,Vision,PREEMPTED,2623
11026898,Flight,START,14
11026898,Flight,END,14
11026898,Vision,PREEMPTED,2624
11026902,Vision,PREEMPTED,2625
11026908,Flight,START,14
11026908,Flight,END,14
11026911,Vision,PREEMPTED,2626
11026915,Vision,PREEMPTED,2627
11026918,Flight,START,14
11026918,Flight,END,14
11026920,Vision,PREEMPTED,2635
11026925,Vision,PREEMPTED,2636
11026928,Flight,START,14
11026928,Flight,END,14
11026929,Vision,PREEMPTED,2637
11026933,Vision,PREEMPTED,2638
11026938,Flight,START,14
11026938,Flight,END,14
11026941,Vision,PREEMPTED,2639
11026945,Vision,PREEMPTED,2640
11026948,Flight,START,14
11026948,Flight,END,14
11026950,Vision,PREEMPTED,2641
11026954,Vision,PREEMPTED,2642
11026958,Flight,START,14
11026958,Flight,END,14
11026959,Vision,PREEMPTED,2649
11026963,Vision,PREEMPTED,2650
11026968,Flight,START,14
11026968,Flight,END,14
11026972,Vision,PREEMPTED,2651
11026978,Flight,START,14
11026978,Flight,END,14
11026980,Vision,PREEMPTED,2652
11026985,Vision,PREEMPTED,2653
11026988,Flight,START,14
11026988,Flight,END,14
11026989,Vision,PREEMPTED,2654
11026994,Vision,PREEMPTED,2655
11026998,Flight,START,14
11026998,Flight,END,14
11026998,Vision,PREEMPTED,2660
11027002,Vision,PREEMPTED,2661
11027007,Vision,PREEMPTED,2668
11027008,Flight,START,14
11027008,Flight,END,14
11027012,Vision,PREEMPTED,2669
11027016,Vision,PREEMPTED,2670
11027018,Flight,START,14
11027018,Flight,END,14
11027020,Vision,PREEMPTED,2671
11027024,Vision,PREEMPTED,2672
11027028,Flight,START,14
11027028,Flight,END,14
11027029,Vision,PREEMPTED,2673
11027033,Vision,PREEMPTED,2677
11027038,Flight,START,14
11027038,Flight,END,14
11027042,Vision,PREEMPTED,2681
11027048,Flight,START,14
11027048,Flight,END,14
11027051,Vision,PREEMPTED,2682
11027055,Vision,PREEMPTED,2683
11027058,Flight,START,14
11027058,Flight,END,14
11027059,Vision,PREEMPTED,2684
11027064,Vision,PREEMPTED,2685
11027068,Flight,START,14
11027068,Flight,END,14
11027068,Vision,PREEMPTED,2688
11027078,Flight,START,14
11027078,Flight,END,14
11027081,Vision,PREEMPTED,2693
11027085,Vision,PREEMPTED,2694
11027088,Flight,START,14
11027088,Flight,END,14
11027090,Vision,PREEMPTED,2695
11027094,Vision,PREEMPTED,2696
11027098,Flight,START,14
11027098,Flight,END,14
11027108,Flight,START,14
11027108,Flight,END,14
11027111,Vision,PREEMPTED,2697
11027116,Vision,PREEMPTED,2698
11027118,Flight,START,14
11027118,Flight,END,14
11027120,Vision,PREEMPTED,2699
11027125,Vision,PREEMPTED,2704
11027128,Flight,START,14
11027128,Flight,END,14
11027129,Vision,PREEMPTED,2705
11027133,Vision,PREEMPTED,2706
11027138,Flight,START,14
11027138,Flight,END,14
11027148,Flight,START,14
11027148,Flight,END,14
11027151,Vision,PREEMPTED,2707
11027155,Vision,PREEMPTED,2708
11027158,Flight,START,14
11027158,Flight,END,14
11027159,Vision,PREEMPTED,2709
11027168,Flight,START,14
11027168,Flight,END,14
11027168,Vision,PREEMPTED,2710
11027176,Vision,PREEMPTED,2711
11027178,Flight,START,14
11027178,Flight,END,14
11027181,Vision,PREEMPTED,2712
11027185,Vision,PREEMPTED,2713
11027188,Flight,START,14
11027188,Flight,END,14
11027190,Vision,PREEMPTED,2714
11027194,Vision,PREEMPTED,2715
11027198,Flight,START,14
11027198,Flight,END,14
11027199,Vision,PREEMPTED,2720
11027203,Vision,PREEMPTED,2721
11027208,Vision,PREEMPTED,2722
11027208,Flight,START,14
11027208,Flight,END,14
11027212,Vision,PREEMPTED,2723
11027216,Vision,PREEMPTED,2724
11027218,Flight,START,14
11027218,Flight,END,14
11027220,Vision,PREEMPTED,2725
11027225,Vision,PREEMPTED,2726
11027228,Flight,START,14
11027228,Flight,END,14
11027229,Vision,PREEMPTED,2731
11027234,Vision,PREEMPTED,2739
11027238,Flight,START,14
11027238,Flight,END,14
11027238,Vision,PREEMPTED,2740
11027248,Flight,START,14
11027248,Flight,END,14
11027251,Vision,PREEMPTED,2741
11027255,Vision,PREEMPTED,2745
11027258,Flight,START,14
11027258,Flight,END,14
11027260,Vision,PREEMPTED,2746
11027264,Vision,PREEMPTED,2747
11027268,Flight,START,14
11027268,Flight,END,14
11027269,Vision,PREEMPTED,2748
11027273,Vision,PREEMPTED,2749
11027278,Flight,START,14
11027278,Flight,END,14
11027281,Vision,PREEMPTED,2750
11027285,Vision,PREEMPTED,2751
11027288,Flight,START,14
11027288,Flight,END,14
11027290,Vision,PREEMPTED,2752
11027294,Vision,PREEMPTED,2756
11027298,Flight,START,14
11027298,Flight,END,14
11027299,Vision,PREEMPTED,2757
11027303,Vision,PREEMPTED,2758
11027308,Vision,PREEMPTED,2759,Flight,START,9
11026498,Flight,END,9
11026500,Vision,PREEMPTED,2307
11026505,Vision,PREEMPTED,2308
11026508,Flight,START,9
11026508,Flight,END,9
11026513,Vision,PREEMPTED,2309
11026518,Flight,START,9
11026518,Flight,END,9
11026523,Vision,PREEMPTED,2310
11026527,Vision,PREEMPTED,2316
11026528,Flight,START,9
11026528,Flight,END,9
11026531,Vision,PREEMPTED,2318
11026538,Flight,START,9
11026538,Flight,END,9
11026540,Vision,PREEMPTED,2320
11026548,Flight,START,9
11026548,Flight,END,9
11026549,Vision,PREEMPTED,2321
11026553,Vision,PREEMPTED,2322
11026558,Flight,START,9
11026558,Flight,END,9
11026562,Vision,PREEMPTED,2324
11026568,Flight,START,9
11026568,Flight,END,9
11026570,Vision,PREEMPTED,2325
11026574,Vision,PREEMPTED,2326
11026578,Flight,START,9
11026578,Flight,END,9
11026583,Vision,PREEMPTED,2327
11026588,Flight,START,9
11026588,Flight,END,9
11026592,Vision,PREEMPTED,2338
11026598,Flight,START,9
11026598,Flight,END,9
11026600,Vision,PREEMPTED,2377
11026608,Flight,START,9
11026608,Flight,END,13
11026610,Vision,PREEMPTED,2412
11026618,Flight,START,13
11026618,Flight,PREEMPTED,13
11026618,Flight,END,13
11026618,Vision,PREEMPTED,2431
11026625,Vision,PREEMPTED,2439
11026628,Flight,START,13
11026628,Flight,END,13
11026630,Vision,PREEMPTED,2443
11026635,Vision,PREEMPTED,2445
11026638,Flight,START,13
11026638,Flight,END,13
11026639,Vision,PREEMPTED,2446
11026643,Vision,PREEMPTED,2447
11026648,Flight,START,13
11026648,Flight,END,13
11026652,Vision,PREEMPTED,2449
11026658,Flight,START,13
11026658,Flight,END,13
11026661,Vision,PREEMPTED,2451
11026666,Vision,PREEMPTED,2452
11026668,Flight,START,13
11026668,Flight,END,13
11026669,Vision,PREEMPTED,2453
11026674,Vision,PREEMPTED,2469
11026678,Flight,START,13
11026678,Flight,END,13
